trip_id,timestamp,elapsed_seconds,flag_type,severity,motion_score,audio_score,combined_score,explanation,context,peak_db,peak_sustained_sec,peak_classification
TRIP014,2024-02-06 06:17:07,1027,audio_spike,low,0.0,0.0,0.0,Audio spike detected (89 dB). No sustained duration recorded.,Audio: loud,89.0,0.0,loud
TRIP015,2024-02-06 06:01:26,86,audio_spike,low,0.0,0.0,0.0,Audio spike detected (96 dB). No sustained duration recorded.,Audio: conversation,96.0,0.0,conversation
TRIP015,2024-02-06 06:05:53,353,audio_spike,low,0.0,0.2,0.2,Sustained elevated cabin audio (95 dB) for 36s.,Audio: very_loud,95.0,36.0,very_loud
TRIP015,2024-02-06 06:15:54,954,audio_spike,medium,0.0,0.49,0.49,Sustained elevated cabin audio (93 dB) for 88s.,Audio: very_loud,93.0,88.0,very_loud
TRIP015,2024-02-06 06:18:11,1091,audio_spike,medium,0.0,0.5,0.5,Sustained elevated cabin audio (71 dB) for 90s.,Audio: very_loud,71.0,90.0,very_loud
TRIP015,2024-02-06 06:20:24,1224,audio_spike,low,0.0,0.07,0.07,Sustained elevated cabin audio (93 dB) for 12s.,Audio: argument,93.0,12.0,argument
TRIP015,2024-02-06 06:26:02,1562,audio_spike,low,0.0,0.19,0.19,Sustained elevated cabin audio (54 dB) for 35s.,Audio: very_loud,54.0,35.0,very_loud
TRIP016,2024-02-06 06:09:45,585,audio_spike,low,0.0,0.0,0.0,Audio spike detected (84 dB). No sustained duration recorded.,Audio: quiet,84.0,0.0,quiet
TRIP016,2024-02-06 06:11:54,714,audio_spike,medium,0.0,0.39,0.39,Sustained elevated cabin audio (85 dB) for 70s.,Audio: argument,85.0,70.0,argument
TRIP016,2024-02-06 06:24:11,1451,audio_spike,low,0.0,0.0,0.0,Audio spike detected (86 dB). No sustained duration recorded.,Audio: conversation,86.0,0.0,conversation
TRIP017,2024-02-06 06:09:52,592,audio_spike,high,0.0,0.82,0.82,Sustained elevated cabin audio (64 dB) for 147s.,Audio: argument,64.0,147.0,argument
TRIP017,2024-02-06 06:13:12,792,audio_spike,medium,0.0,0.51,0.51,Sustained elevated cabin audio (85 dB) for 92s.,Audio: argument,85.0,92.0,argument
TRIP018,2024-02-06 06:05:23,323,audio_spike,high,0.0,0.67,0.67,Sustained elevated cabin audio (76 dB) for 121s.,Audio: argument,76.0,121.0,argument
TRIP018,2024-02-06 06:11:05,665,audio_spike,low,0.0,0.0,0.0,Audio spike detected (92 dB). No sustained duration recorded.,Audio: loud,92.0,0.0,loud
TRIP018,2024-02-06 06:15:46,946,audio_spike,low,0.0,0.0,0.0,Audio spike detected (93 dB). No sustained duration recorded.,Audio: conversation,93.0,0.0,conversation
TRIP019,2024-02-06 06:10:30,630,audio_spike,high,0.0,0.89,0.89,Sustained elevated cabin audio (96 dB) for 161s.,Audio: argument,96.0,161.0,argument
TRIP020,2024-02-06 06:14:50,890,audio_spike,low,0.0,0.08,0.08,Sustained elevated cabin audio (67 dB) for 14s.,Audio: argument,67.0,14.0,argument
TRIP021,2024-02-06 06:05:56,356,audio_spike,low,0.0,0.32,0.32,Sustained elevated cabin audio (86 dB) for 57s.,Audio: very_loud,86.0,57.0,very_loud
TRIP021,2024-02-06 06:18:32,1112,audio_spike,low,0.0,0.0,0.0,Audio spike detected (83 dB). No sustained duration recorded.,Audio: loud,83.0,0.0,loud
TRIP021,2024-02-06 06:26:43,1603,audio_spike,low,0.0,0.32,0.32,Sustained elevated cabin audio (87 dB) for 58s.,Audio: very_loud,87.0,58.0,very_loud
TRIP022,2024-02-06 06:11:51,711,audio_spike,low,0.0,0.0,0.0,Audio spike detected (95 dB). No sustained duration recorded.,Audio: quiet,95.0,0.0,quiet
TRIP022,2024-02-06 06:17:09,1029,audio_spike,low,0.0,0.0,0.0,Audio spike detected (95 dB). No sustained duration recorded.,Audio: conversation,95.0,0.0,conversation
TRIP022,2024-02-06 06:21:18,1278,audio_spike,medium,0.0,0.48,0.48,Sustained elevated cabin audio (96 dB) for 86s.,Audio: very_loud,96.0,86.0,very_loud
TRIP022,2024-02-06 06:25:45,1545,audio_spike,high,0.0,0.91,0.91,Sustained elevated cabin audio (96 dB) for 164s.,Audio: argument,96.0,164.0,argument
TRIP023,2024-02-06 06:04:00,240,audio_spike,low,0.0,0.0,0.0,Audio spike detected (90 dB). No sustained duration recorded.,Audio: conversation,90.0,0.0,conversation
TRIP023,2024-02-06 06:06:21,381,audio_spike,medium,0.0,0.48,0.48,Sustained elevated cabin audio (50 dB) for 86s.,Audio: argument,50.0,86.0,argument
TRIP023,2024-02-06 06:08:03,483,audio_spike,low,0.0,0.17,0.17,Sustained elevated cabin audio (53 dB) for 30s.,Audio: argument,53.0,30.0,argument
TRIP023,2024-02-06 06:18:44,1124,audio_spike,high,0.0,0.94,0.94,Sustained elevated cabin audio (80 dB) for 170s.,Audio: very_loud,80.0,170.0,very_loud
TRIP024,2024-02-06 06:01:45,105,audio_spike,low,0.0,0.0,0.0,Audio spike detected (87 dB). No sustained duration recorded.,Audio: loud,87.0,0.0,loud
TRIP025,2024-02-06 06:04:55,295,audio_spike,high,0.0,0.72,0.72,Sustained elevated cabin audio (62 dB) for 130s.,Audio: very_loud,62.0,130.0,very_loud
TRIP025,2024-02-06 06:21:53,1313,audio_spike,medium,0.0,0.59,0.59,Sustained elevated cabin audio (96 dB) for 107s.,Audio: argument,96.0,107.0,argument
TRIP026,2024-02-06 06:02:49,169,audio_spike,low,0.0,0.0,0.0,Audio spike detected (96 dB). No sustained duration recorded.,Audio: loud,96.0,0.0,loud
TRIP026,2024-02-06 06:10:04,604,audio_spike,low,0.0,0.27,0.27,Sustained elevated cabin audio (86 dB) for 49s.,Audio: argument,86.0,49.0,argument
TRIP026,2024-02-06 06:16:10,970,audio_spike,low,0.0,0.0,0.0,Audio spike detected (83 dB). No sustained duration recorded.,Audio: loud,83.0,0.0,loud
TRIP026,2024-02-06 06:18:49,1129,audio_spike,low,0.0,0.12,0.12,Sustained elevated cabin audio (58 dB) for 22s.,Audio: very_loud,58.0,22.0,very_loud
TRIP026,2024-02-06 06:23:39,1419,audio_spike,high,0.0,0.68,0.68,Sustained elevated cabin audio (66 dB) for 123s.,Audio: very_loud,66.0,123.0,very_loud
TRIP026,2024-02-06 06:27:33,1653,audio_spike,low,0.0,0.0,0.0,Audio spike detected (93 dB). No sustained duration recorded.,Audio: loud,93.0,0.0,loud
TRIP027,2024-02-06 06:00:06,6,audio_spike,low,0.0,0.0,0.0,Audio spike detected (97 dB). No sustained duration recorded.,Audio: normal,97.0,0.0,normal
TRIP027,2024-02-06 06:07:27,447,audio_spike,low,0.0,0.0,0.0,Audio spike detected (98 dB). No sustained duration recorded.,Audio: normal,98.0,0.0,normal
TRIP027,2024-02-06 06:18:23,1103,audio_spike,high,0.0,0.99,0.99,Sustained elevated cabin audio (67 dB) for 178s.,Audio: very_loud,67.0,178.0,very_loud
TRIP027,2024-02-06 06:21:16,1276,audio_spike,low,0.0,0.17,0.17,Sustained elevated cabin audio (93 dB) for 30s.,Audio: very_loud,93.0,30.0,very_loud
TRIP028,2024-02-06 06:05:22,322,audio_spike,high,0.0,0.99,0.99,Sustained elevated cabin audio (95 dB) for 179s.,Audio: argument,95.0,179.0,argument
TRIP028,2024-02-06 06:28:57,1737,audio_spike,low,0.0,0.08,0.08,Sustained elevated cabin audio (97 dB) for 15s.,Audio: argument,97.0,15.0,argument
TRIP029,2024-02-06 06:09:01,541,audio_spike,low,0.0,0.0,0.0,Audio spike detected (96 dB). No sustained duration recorded.,Audio: conversation,96.0,0.0,conversation
TRIP029,2024-02-06 06:13:39,819,audio_spike,low,0.0,0.0,0.0,Audio spike detected (97 dB). No sustained duration recorded.,Audio: loud,97.0,0.0,loud
TRIP029,2024-02-06 06:21:24,1284,audio_spike,low,0.0,0.0,0.0,Audio spike detected (84 dB). No sustained duration recorded.,Audio: conversation,84.0,0.0,conversation
TRIP030,2024-02-06 06:19:43,1183,audio_spike,low,0.0,0.0,0.0,Audio spike detected (96 dB). No sustained duration recorded.,Audio: conversation,96.0,0.0,conversation
TRIP030,2024-02-06 06:26:14,1574,audio_spike,high,0.0,0.81,0.81,Sustained elevated cabin audio (83 dB) for 146s.,Audio: argument,83.0,146.0,argument
TRIP031,2024-02-06 06:36:35,395,audio_spike,high,0.0,0.79,0.79,Sustained elevated cabin audio (83 dB) for 142s.,Audio: argument,83.0,142.3,argument
TRIP031,2024-02-06 06:37:34,454,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP031,2024-02-06 06:37:47,467,audio_spike,low,0.0,0.11,0.11,Audio spike detected (54 dB). No sustained duration recorded.,Audio: quiet,54.4,0.0,quiet
TRIP031,2024-02-06 06:41:08,668,audio_spike,low,0.0,0.4,0.4,Audio spike detected (71 dB). No sustained duration recorded.,Audio: conversation,71.1,0.0,conversation
TRIP031,2024-02-06 06:41:58,718,audio_spike,low,0.0,0.13,0.13,Audio spike detected (56 dB). No sustained duration recorded.,Audio: normal,55.9,0.0,normal
TRIP031,2024-02-06 06:42:18,738,audio_spike,low,0.0,0.19,0.19,Audio spike detected (60 dB). No sustained duration recorded.,Audio: conversation,60.4,0.0,conversation
TRIP031,2024-02-06 06:42:41,761,audio_spike,medium,0.0,0.44,0.44,Sustained elevated cabin audio (87 dB) for 79s.,Audio: argument,87.0,79.4,argument
TRIP031,2024-02-06 06:42:48,768,audio_spike,high,0.0,0.83,0.83,Intermittent baby crying audio (91 dB peaks). No sustained duration recorded.,Audio: edge_baby_crying,90.5,0.0,edge_baby_crying
TRIP031,2024-02-06 06:43:05,785,audio_spike,medium,0.0,0.69,0.69,Intermittent construction audio (83 dB peaks). No sustained duration recorded.,Audio: edge_construction,83.0,0.0,edge_construction
TRIP031,2024-02-06 06:53:08,1388,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP031,2024-02-06 06:54:09,1449,audio_spike,medium,0.0,0.18,0.18,Sustained elevated cabin audio (74 dB) for 33s.,Audio: very_loud,73.6,33.0,very_loud
TRIP031,2024-02-06 06:54:14,1454,audio_spike,low,0.0,0.35,0.35,Audio spike detected (69 dB). No sustained duration recorded.,Audio: conversation,68.6,0.0,conversation
TRIP031,2024-02-06 06:54:28,1468,audio_spike,low,0.0,0.39,0.39,Intermittent radio talk audio (70 dB peaks). No sustained duration recorded.,Audio: edge_radio_talk,70.5,0.0,edge_radio_talk
TRIP031,2024-02-06 06:57:43,1663,audio_spike,low,0.0,0.07,0.07,Audio spike detected (49 dB). No sustained duration recorded.,Audio: quiet,49.3,0.0,quiet
TRIP031,2024-02-06 07:03:52,2032,audio_spike,medium,0.0,0.56,0.56,Audio spike detected (78 dB). No sustained duration recorded.,Audio: loud,77.6,0.0,loud
TRIP031,2024-02-06 07:04:07,2047,audio_spike,medium,0.0,0.22,0.22,Sustained elevated cabin audio (78 dB) for 40s.,Audio: very_loud,78.2,40.5,very_loud
TRIP031,2024-02-06 07:21:38,3098,audio_spike,low,0.0,0.06,0.06,Audio spike detected (48 dB). No sustained duration recorded.,Audio: quiet,48.3,0.0,quiet
TRIP031,2024-02-06 07:22:49,3169,audio_spike,low,0.0,0.31,0.31,Audio spike detected (67 dB). No sustained duration recorded.,Audio: normal,66.9,0.0,normal
TRIP031,2024-02-06 07:23:19,3199,audio_spike,medium,0.0,0.26,0.26,Sustained elevated cabin audio (87 dB) for 47s.,Audio: edge_construction,87.1,46.8,edge_construction
TRIP031,2024-02-06 07:23:33,3213,audio_spike,low,0.0,0.29,0.29,Audio spike detected (66 dB). No sustained duration recorded.,Audio: normal,66.1,0.0,normal
TRIP031,2024-02-06 07:30:33,3633,audio_spike,medium,0.0,0.16,0.16,Sustained elevated cabin audio (84 dB) for 29s.,Audio: very_loud,84.4,29.1,very_loud
TRIP031,2024-02-06 07:31:18,3678,audio_spike,low,0.0,0.47,0.47,Audio spike detected (74 dB). No sustained duration recorded.,Audio: loud,73.7,0.0,loud
TRIP031,2024-02-06 07:31:44,3704,audio_spike,medium,0.0,0.49,0.49,Sustained elevated cabin audio (85 dB) for 87s.,Audio: very_loud,85.0,87.4,very_loud
TRIP031,2024-02-06 07:32:44,3764,audio_spike,low,0.0,0.12,0.12,Audio spike detected (55 dB). No sustained duration recorded.,Audio: conversation,55.0,0.0,conversation
TRIP031,2024-02-06 07:33:44,3824,audio_spike,low,0.0,0.08,0.08,Audio spike detected (50 dB). No sustained duration recorded.,Audio: quiet,50.3,0.0,quiet
TRIP031,2024-02-06 07:35:32,3932,audio_spike,low,0.0,0.06,0.06,Audio spike detected (47 dB). No sustained duration recorded.,Audio: quiet,47.3,0.0,quiet
TRIP031,2024-02-06 07:39:15,4155,audio_spike,low,0.0,0.19,0.19,Audio spike detected (61 dB). No sustained duration recorded.,Audio: normal,60.5,0.0,normal
TRIP031,2024-02-06 07:42:04,4324,audio_spike,low,0.0,0.29,0.29,Audio spike detected (66 dB). No sustained duration recorded.,Audio: conversation,65.9,0.0,conversation
TRIP031,2024-02-06 07:43:47,4427,audio_spike,low,0.0,0.25,0.25,Audio spike detected (64 dB). No sustained duration recorded.,Audio: normal,63.8,0.0,normal
TRIP031,2024-02-06 07:48:30,4710,audio_spike,medium,0.0,0.25,0.25,Sustained elevated cabin audio (76 dB) for 45s.,Audio: very_loud,75.8,44.6,very_loud
TRIP031,2024-02-06 07:49:15,4755,audio_spike,medium,0.0,0.79,0.79,Audio spike detected (89 dB). No sustained duration recorded.,Audio: argument,88.5,0.0,argument
TRIP031,2024-02-06 07:50:58,4858,audio_spike,high,0.0,0.13,0.13,Sustained elevated cabin audio (92 dB) for 23s.,Audio: edge_baby_crying,91.6,22.6,edge_baby_crying
TRIP031,2024-02-06 07:53:14,4994,audio_spike,low,0.0,0.06,0.06,Audio spike detected (48 dB). No sustained duration recorded.,Audio: quiet,48.3,0.0,quiet
TRIP031,2024-02-06 07:56:16,5176,audio_spike,medium,0.0,0.43,0.43,Sustained elevated cabin audio (84 dB) for 77s.,Audio: very_loud,84.5,76.7,very_loud
TRIP031,2024-02-06 08:03:57,5637,audio_spike,medium,0.0,0.29,0.29,Sustained elevated cabin audio (76 dB) for 51s.,Audio: very_loud,76.2,51.3,very_loud
TRIP032,2024-02-06 06:38:31,511,audio_spike,low,0.0,0.06,0.06,Audio spike detected (47 dB). No sustained duration recorded.,Audio: quiet,46.9,0.0,quiet
TRIP032,2024-02-06 06:48:22,1102,audio_spike,high,0.0,0.68,0.68,Sustained elevated cabin audio (80 dB) for 123s.,Audio: argument,80.2,123.2,argument
TRIP032,2024-02-06 06:48:37,1117,audio_spike,low,0.0,0.49,0.49,Audio spike detected (74 dB). No sustained duration recorded.,Audio: very_loud,74.4,0.0,very_loud
TRIP032,2024-02-06 06:52:11,1331,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP032,2024-02-06 06:54:53,1493,audio_spike,medium,0.0,0.61,0.61,Audio spike detected (80 dB). No sustained duration recorded.,Audio: loud,79.5,0.0,loud
TRIP032,2024-02-06 06:56:08,1568,audio_spike,low,0.0,0.39,0.39,Audio spike detected (70 dB). No sustained duration recorded.,Audio: loud,70.5,0.0,loud
TRIP032,2024-02-06 06:56:46,1606,audio_spike,medium,0.0,0.17,0.17,Sustained elevated cabin audio (79 dB) for 30s.,Audio: very_loud,79.3,30.2,very_loud
TRIP032,2024-02-06 06:58:49,1729,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP032,2024-02-06 07:13:07,2587,audio_spike,high,0.0,0.54,0.54,Sustained elevated cabin audio (79 dB) for 97s.,Audio: edge_radio_talk,78.8,96.8,edge_radio_talk
TRIP032,2024-02-06 07:13:44,2624,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP032,2024-02-06 07:14:43,2683,audio_spike,low,0.0,0.48,0.48,Audio spike detected (74 dB). No sustained duration recorded.,Audio: loud,74.3,0.0,loud
TRIP032,2024-02-06 07:14:51,2691,audio_spike,medium,0.0,0.72,0.72,Intermittent siren distant audio (85 dB peaks). No sustained duration recorded.,Audio: edge_siren_distant,84.7,0.0,edge_siren_distant
TRIP032,2024-02-06 07:15:04,2704,audio_spike,low,0.0,0.15,0.15,Audio spike detected (57 dB). No sustained duration recorded.,Audio: normal,57.4,0.0,normal
TRIP032,2024-02-06 07:18:43,2923,audio_spike,medium,0.0,0.18,0.18,Sustained elevated cabin audio (84 dB) for 33s.,Audio: argument,84.1,32.8,argument
TRIP032,2024-02-06 07:24:47,3287,audio_spike,low,0.0,0.08,0.08,Audio spike detected (50 dB). No sustained duration recorded.,Audio: quiet,50.3,0.0,quiet
TRIP032,2024-02-06 07:26:43,3403,audio_spike,high,0.0,1.0,1.0,Sustained elevated cabin audio (74 dB) for 180s.,Audio: very_loud,74.1,180.0,very_loud
TRIP032,2024-02-06 07:27:02,3422,audio_spike,low,0.0,0.14,0.14,Audio spike detected (57 dB). No sustained duration recorded.,Audio: quiet,57.2,0.0,quiet
TRIP032,2024-02-06 07:27:20,3440,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP032,2024-02-06 07:28:03,3483,audio_spike,low,0.0,0.33,0.33,Audio spike detected (68 dB). No sustained duration recorded.,Audio: normal,68.0,0.0,normal
TRIP032,2024-02-06 07:31:26,3686,audio_spike,medium,0.0,0.54,0.54,Audio spike detected (76 dB). No sustained duration recorded.,Audio: loud,76.5,0.0,loud
TRIP032,2024-02-06 07:44:52,4492,audio_spike,low,0.0,0.09,0.09,Audio spike detected (52 dB). No sustained duration recorded.,Audio: quiet,51.9,0.0,quiet
TRIP032,2024-02-06 08:01:16,5476,audio_spike,low,0.0,0.06,0.06,Audio spike detected (48 dB). No sustained duration recorded.,Audio: quiet,47.9,0.0,quiet
TRIP032,2024-02-06 08:02:43,5563,audio_spike,high,0.0,0.71,0.71,Sustained elevated cabin audio (75 dB) for 127s.,Audio: edge_wind_noise,75.4,127.0,edge_wind_noise
TRIP032,2024-02-06 08:06:09,5769,audio_spike,low,0.0,0.36,0.36,Audio spike detected (69 dB). No sustained duration recorded.,Audio: loud,69.1,0.0,loud
TRIP032,2024-02-06 08:07:56,5876,audio_spike,medium,0.0,0.55,0.55,Audio spike detected (77 dB). No sustained duration recorded.,Audio: loud,76.9,0.0,loud
TRIP032,2024-02-06 08:09:36,5976,audio_spike,low,0.0,0.05,0.05,Audio spike detected (45 dB). No sustained duration recorded.,Audio: quiet,45.0,0.0,quiet
TRIP032,2024-02-06 08:09:51,5991,audio_spike,low,0.0,0.29,0.29,Audio spike detected (66 dB). No sustained duration recorded.,Audio: normal,65.8,0.0,normal
TRIP032,2024-02-06 08:10:41,6041,audio_spike,high,0.0,0.72,0.72,Sustained elevated cabin audio (84 dB) for 129s.,Audio: very_loud,84.1,128.7,very_loud
TRIP032,2024-02-06 08:11:22,6082,audio_spike,low,0.0,0.11,0.11,Audio spike detected (55 dB). No sustained duration recorded.,Audio: quiet,54.6,0.0,quiet
TRIP032,2024-02-06 08:14:33,6273,audio_spike,high,0.0,0.58,0.58,Sustained elevated cabin audio (73 dB) for 104s.,Audio: edge_loud_music,73.0,103.7,edge_loud_music
TRIP032,2024-02-06 08:18:02,6482,audio_spike,low,0.0,0.06,0.06,Audio spike detected (47 dB). No sustained duration recorded.,Audio: quiet,46.7,0.0,quiet
